IMDScore,IncDepriv,EmpDepriv,EduSklDepriv,HealthDepriv,CrimScore,HousServDepriv,LivEnvDepriv,ChildIncDepriv,OldPplIncDepriv,ChildYPDepriv,AdultSklDepriv,GeoBarDepriv,WiderBarDepriv,IndoorDepriv,OutdoorDepriv
43.246,0.277,0.229,48.004,1.665,0.709,20.443,11.621,0.268,0.339,1.377,0.378,0.017,0.845,-0.298,-0.092
8.299,0.068,0.059,10.735,-0.184,-0.361,14.973,10.418,0.053,0.112,-0.735,0.304,0.425,-4.068,-0.246,-0.391
45.05,0.293,0.245,26.026,0.675,1.253,36.675,34.478,0.307,0.337,-0.123,0.417,-0.969,4.848,0.529,0.969
4.129,0.046,0.028,9.924,-1.583,-1.206,22.27,2.705,0.065,0.082,-0.391,0.264,0.755,-2.378,-0.895,-1.556
15.132,0.12,0.081,31.922,-0.167,-0.473,17.17,12.888,0.162,0.159,0.746,0.356,0.349,-1.448,-0.53,0.327
5.432,0.056,0.041,3.384,-0.23,-0.936,16.319,10.582,0.057,0.1,-0.928,0.191,-0.077,0.122,-0.648,0.157
8.26,0.059,0.06,6.253,-0.892,0.506,5.429,19.313,0.064,0.104,-0.685,0.233,-0.788,-1.58,0.236,0.009
11.799,0.087,0.094,13.552,-0.704,-1.02,27.922,7.761,0.123,0.089,-0.284,0.303,0.907,-1.068,-1.163,0.123
24.113,0.159,0.164,44.689,0.213,-0.316,13.849,13.667,0.23,0.136,1.155,0.397,-0.152,-0.307,0.16,-0.982
17.483,0.136,0.107,14.45,-0.21,0.523,14.383,24.004,0.215,0.16,-0.117,0.295,-1.395,1.282,0.44,0.133
1.967,0.015,0.02,1.194,-1.834,-1.916,20.298,5.584,0.024,0.01,-1.298,0.138,0.653,-2.504,-1.508,-0.059
19.896,0.139,0.087,3.758,0.207,0.784,24.434,35.318,0.204,0.24,-0.728,0.178,-1.186,3.065,0.29,1.397
6.96,0.046,0.049,0.461,-0.577,-0.092,17.363,25.327,0.058,0.067,-1.509,0.085,-0.57,1.348,0.04,0.911
12.755,0.097,0.104,14.601,0.126,-0.713,7.799,12.513,0.167,0.103,0.112,0.261,-0.392,-1.58,-0.092,-0.327
21.654,0.156,0.153,29.538,-0.061,0.639,7.072,7.897,0.253,0.116,0.295,0.403,-0.465,-1.659,-1.22,0.158
6.769,0.069,0.06,16.192,-0.407,-1.633,7.551,4.976,0.059,0.116,-0.171,0.323,-0.149,-3.185,-1.01,-0.395
22.9365,0.142,0.131,45.978,1.461,1.831,7.198,37.607,0.181,0.353,0.915,0.456,-1.014,-0.671,2.08,-0.002
34.667,0.248,0.171,47.366,0.662,0.388,22.134,32.798,0.308,0.375,0.591,0.509,-0.322,1.93,0.709,0.478
11.592,0.06,0.068,9.436,-0.089,0.088,19.202,27.95,0.068,0.079,-0.325,0.248,0.678,-4.538,0.428,0.571
23.978,0.173,0.131,31.999,0.272,0.663,22.423,5.369,0.222,0.229,0.586,0.384,-0.702,2.463,-1.065,-0.275
13.087,0.073,0.08,2.373,-0.529,-0.04,40.529,7.857,0.046,0.121,-0.99,0.163,1.255,0.737,-0.45,-0.528
15.988,0.096,0.099,12.913,0.483,0.175,8.662,24.614,0.054,0.179,-0.135,0.277,-0.261,-1.713,0.381,0.331
47.722,0.312,0.1325,41.735,1.527,0.631,19.77,37.57,0.422,0.333,0.358,0.496,-1.547,2.351,0.811,0.693
24.402,0.113,0.109,30.574,0.074,1.022,10.247,48.349,0.151,0.123,0.7,0.349,-0.819,0.001,1.13,0.904
11.99,0.018,0.009,2.646,-2.151,-0.239,28.061,51.1185,0.015,0.053,-0.673,0.069,-0.626,3.335,1.089,1.797
16.008,0.065,0.064,8.51,-0.728,-0.462,44.881,38.354,0.089,0.067,-0.129,0.194,1.972,-1.945,1.262,-1.247
26.359,0.214,0.182,23.924,0.848,-0.554,20.317,1.737,0.234,0.28,0.075,0.376,0.481,-1.103,-1.337,-1.1
24.222,0.169,0.161,14.89,0.75,-0.53,29.436,12.383,0.261,0.165,-0.241,0.315,0.949,-0.837,-0.211,-0.114
31.087,0.198,0.156,47.556,0.576,0.778,17.863,22.9,0.251,0.225,1.125,0.429,-0.343,1.104,0.244,0.41
5.388,0.061,0.04,6.641,-1.124,-1.057,23.31,6.524,0.07,0.117,-0.509,0.221,0.752,-1.806,-0.818,-0.269
15.241,0.1,0.072,27.935,-0.176,0.55,22.176,2.757,0.153,0.116,0.282,0.389,0.198,0.679,-1.114,-0.914
28.573,0.185,0.156,42.994,0.413,-0.016,16.817,37.664,0.228,0.199,1.251,0.358,-0.672,1.355,1.055,0.054
31.39,0.145,0.14,24.094,0.722,0.883,20.933,61.08,0.152,0.254,0.842,0.228,-0.248,1.566,1.725,0.426
43.378,0.298,0.251,39.146,1.044,0.165,23.086,42.111,0.333,0.359,0.526,0.457,-0.591,2.477,0.943,0.805
10.838,0.068,0.092,3.424,-0.06,-1.365,22.941,19.415,0.086,0.078,-0.649,0.146,0.882,-4.194,0.363,-0.339
5.271,0.056,0.051,13.058,-1.451,-0.809,12.622,9.056,0.074,0.068,-0.795,0.334,-0.383,-0.055,-0.438,-0.296
8.995,0.048,0.037,8.018,-1.17,-1.0225,40.284,13.717,0.068,0.087,-0.269,0.213,1.681,-1.548,0.137,-0.812
11.198,0.1,0.07,5.922,-0.674,-0.1,25.28,15.237,0.1,0.149,-1.123,0.255,0.085,1.676,-1.046,0.826
11.161,0.088,0.103,10.11,0.187,-0.719,7.067,5.05,0.078,0.12,-0.333,0.26,-0.592,-1.333,-0.95,-0.432
7.507,0.035,0.042,0.944,-0.883,0.66,22.644,12.813,0.045,0.046,-1.681,0.149,0.33,0.29,-0.862,0.532
15.378,0.06,0.05,6.424,-0.501,-0.542,21.833,36.201,0.046,0.102,-0.563,0.223,0.591,-1.642,1.199,-1.555
2.522,0.037,0.033,2.565,-1.059,-0.704,15.24,2.097,0.052,0.059,-0.966,0.168,0.382,-2.784,-1.521,-0.796
37.348,0.205,0.111,2.957,0.972,1.526,33.208,39.565,0.379,0.282,-0.924,0.178,-1.771,4.559,1.345,1.309
7.388,0.05,0.055,5.907,-0.449,-0.262,21.729,12.631,0.05,0.084,-0.435,0.191,0.772,-3.081,0.001,-0.559
2.366,0.018,0.024,1.278,-0.827,-1.721,18.032,6.943,0.023,0.029,-1.56,0.162,0.602,-4.027,-0.633,-0.416
3.859,0.023,0.043,3.662,-1.782,-0.041,18.763,4.707,0.035,0.023,-1.073,0.211,0.385,-1.077,-1.151,-0.347
20.0,0.133,0.121,26.758,0.02,0.473,11.455,22.918,0.172,0.194,0.363,0.367,-0.208,-0.852,0.238,0.423
16.964,0.077,0.077,2.016,-0.371,-0.641,32.81,59.219,0.045,0.123,-1.009,0.149,0.98,-0.052,1.988,-1.274
19.873,0.114,0.092,34.438,-0.34,0.617,25.155,19.996,0.19,0.116,0.901,0.351,0.335,0.859,-0.12,0.627
27.444,0.205,0.124,45.323,0.328,-0.163,31.523,14.417,0.304,0.374,1.374,0.351,0.184,2.583,-0.066,-0.066
26.158,0.166,0.136,19.135,0.258,-0.482,21.525,60.878,0.216,0.202,0.311,0.289,0.315,0.076,2.081,-1.331
48.979,0.279,0.122,22.8515,1.641,0.804,18.124,28.216,0.325,0.372,1.547,0.434,-0.121,0.678,0.341,0.745
7.274,0.064,0.061,5.026,-0.883,0.016,11.318,18.086,0.047,0.131,-0.629,0.201,-0.921,0.364,-0.011,0.299
28.687,0.223,0.13,25.669,0.283,0.715,33.594,18.228,0.365,0.256,0.336,0.359,0.1,3.111,-0.064,0.384
3.104,0.035,0.045,0.447,-0.999,-1.52,18.838,6.997,0.05,0.045,-2.024,0.119,0.557,-2.326,-0.695,-0.325
48.691,0.328,0.223,43.227,1.039,1.159,37.228,30.52,0.355,0.209,0.701,0.466,-0.221,4.321,0.632,0.426
9.65,0.036,0.043,11.159,-1.055,-0.374,32.168,27.21,0.039,0.067,-0.006,0.224,1.393,-3.323,0.843,-1.127
3.137,0.048,0.058,2.112,-1.15,-1.492,9.286,6.158,0.022,0.088,-0.954,0.144,-0.112,-2.144,-0.551,-0.777
18.952,0.157,0.121,16.104,0.48,0.188,7.726,13.459,0.246,0.191,0.175,0.272,-0.508,-1.287,-0.149,-0.057
6.924,0.046,0.064,3.765,0.211,-1.275,6.156,15.338,0.052,0.061,-1.372,0.225,-0.349,-2.68,-0.135,0.161
6.803,0.07,0.069,1.434,-1.235,-0.683,19.673,13.068,0.086,0.069,-1.31,0.154,-0.062,0.873,-0.741,0.49
5.937,0.058,0.037,4.274,-1.02,-0.897,14.257,28.53,0.064,0.169,-0.426,0.087,-0.357,0.308,0.338,0.78
15.409,0.111,0.092,8.727,-0.397,0.921,14.16,18.433,0.175,0.131,-0.585,0.266,-0.942,1.021,0.042,0.265
2.718,0.039,0.039,5.433,-1.59,-0.647,13.708,2.02,0.034,0.065,-0.645,0.213,0.303,-3.027,-1.836,-0.696
11.094,0.079,0.074,6.261,-0.685,-0.251,26.002,21.442,0.096,0.065,-0.824,0.244,0.78,-0.942,0.483,-0.387
36.614,0.215,0.154,29.5775,0.831,0.986,15.529,22.593,0.357,0.21,1.422,0.522,-0.703,1.113,-0.104,0.838
28.994,0.193,0.164,48.711,0.686,-0.24,21.672,14.309,0.301,0.165,1.061,0.452,0.369,-0.116,-0.043,-0.127
13.141,0.094,0.104,11.377,-0.479,-0.195,21.7,14.857,0.114,0.094,-0.245,0.269,0.178,0.632,-0.003,-0.121
5.173,0.047,0.038,14.015,-0.579,-0.403,11.791,3.866,0.08,0.059,0.022,0.268,-0.275,-0.552,-0.979,-0.704
19.259,0.153,0.141,19.374,0.405,-0.425,15.197,9.783,0.177,0.167,0.274,0.298,-0.023,-0.348,-0.152,-0.854
35.831,0.219,0.208,45.452,0.973,0.592,21.743,19.069,0.28,0.205,0.947,0.446,-0.348,1.903,-0.009,0.402
7.768,0.061,0.08,4.515,-0.42,-0.256,12.601,10.39,0.05,0.072,-1.133,0.231,0.032,-1.414,-1.015,0.359
18.99,0.136,0.12,12.746,0.251,0.8,18.47,4.396,0.196,0.15,-0.369,0.301,0.594,-3.179,-1.226,-0.363
13.974,0.088,0.075,21.176,0.042,-0.19,28.38,3.286,0.131,0.078,0.54,0.267,0.906,-0.9,-1.702,-0.411
27.562,0.236,0.166,43.463,0.093,-0.371,18.104,18.139,0.378,0.191,1.067,0.405,0.201,-0.363,0.058,0.204
33.616,0.26,0.166,43.571,0.704,0.239,28.163,17.523,0.359,0.262,0.962,0.426,0.667,0.235,-0.466,0.72
8.863,0.045,0.049,3.417,-1.266,-1.08,38.964,17.226,0.061,0.055,-0.946,0.194,1.63,-1.65,0.391,-1.224
6.615,0.056,0.059,10.799,-0.932,-1.024,23.516,3.684,0.062,0.09,-0.096,0.236,0.723,-1.478,-0.933,-0.835
25.346,0.149,0.073,8.041,-0.415,1.207,40.329,47.189,0.285,0.228,-0.228,0.205,0.057,4.31,0.831,1.438
41.515,0.263,0.216,25.392,1.399,0.999,20.072,41.25,0.34,0.399,0.511,0.328,-1.193,2.323,0.903,0.812
7.798,0.053,0.066,1.01,-0.451,0.509,8.017,12.903,0.059,0.052,-2.09,0.16,-0.147,-2.754,-0.178,-0.093
26.875,0.172,0.155,36.78,0.67,-0.031,27.94,9.658,0.208,0.208,1.047,0.342,0.499,0.864,-0.569,-0.027
24.745,0.174,0.146,20.946,0.408,-0.437,8.448,50.462,0.276,0.112,0.124,0.339,-0.421,-1.242,1.528,-0.156
11.476,0.087,0.083,13.425,0.063,-0.98,18.646,10.978,0.112,0.1,0.098,0.244,0.256,-0.464,-0.177,-0.436
21.021,0.133,0.116,15.532,0.326,0.771,18.053,24.585,0.143,0.186,-0.002,0.293,-0.217,0.888,-0.003,0.894
7.586,0.062,0.071,5.525,-0.184,-0.721,15.327,9.972,0.071,0.115,-0.957,0.24,0.349,-2.321,-0.082,-1.146
6.903,0.042,0.056,3.281,-0.274,-1.327,23.254,16.242,0.016,0.066,-0.872,0.182,0.856,-3.044,0.281,-0.751
18.195,0.127,0.098,21.256,0.413,-0.117,19.935,19.788,0.144,0.195,-0.043,0.363,0.393,-0.733,-0.34,0.817
11.493,0.053,0.06,4.952,-0.355,0.417,5.977,45.741,0.04,0.091,-1.053,0.235,-0.298,-3.296,1.252,0.334
33.494,0.182,0.147,35.578,0.023,0.796,35.159,52.81,0.301,0.154,0.866,0.369,1.329,-1.083,1.635,-0.338
23.549,0.182,0.15,24.897,0.656,-0.461,17.166,16.681,0.2,0.226,0.211,0.369,-0.112,0.436,0.212,-0.354
15.134,0.107,0.09,15.914,-0.331,0.272,17.96,24.738,0.145,0.151,0.045,0.291,0.312,-0.937,0.193,0.658
10.806,0.048,0.044,7.078,-1.169,-0.657,38.234,29.999,0.063,0.066,-0.553,0.235,1.743,-4.015,0.983,-2.002
19.955,0.128,0.112,27.422,-0.162,-0.206,30.387,19.356,0.134,0.158,0.481,0.354,1.222,-2.396,0.323,-0.217
33.732,0.207,0.151,41.68,0.629,1.296,20.923,26.096,0.321,0.225,0.646,0.462,0.092,0.735,0.193,0.785
6.352,0.046,0.05,11.458,-1.043,-1.531,24.279,10.908,0.06,0.063,-0.201,0.264,0.667,-0.857,-0.053,-0.89
46.898,0.319,0.225,48.645,1.098,1.268,19.304,34.452,0.413,0.325,0.519,0.524,-0.369,1.461,0.42,1.136
21.517,0.103,0.078,19.364,-0.832,-1.376,20.6805,43.104,0.154,0.095,0.415,0.27,0.425,-2.571,1.409,-1.151
4.581,0.043,0.037,10.317,-1.032,-0.15,12.467,6.049,0.058,0.081,-0.49,0.28,0.133,-2.073,-0.818,-0.362
26.97,0.191,0.128,22.417,0.32,0.641,32.673,23.035,0.287,0.199,-0.006,0.371,-0.327,3.763,0.272,0.374
15.023,0.11,0.068,28.909,-0.002,-0.175,20.953,13.822,0.178,0.243,0.916,0.282,-0.192,1.464,0.119,-0.686
20.089,0.134,0.112,26.245,0.012,0.682,20.321,11.667,0.189,0.135,0.277,0.374,0.215,0.168,-0.256,-0.149
43.976,0.26,0.237,37.385,0.911,0.689,16.198,36.016,0.312,0.251,1.134,0.327,-0.39,0.825,1.406,-1.107
23.688,0.145,0.123,33.428,0.221,0.874,10.397,24.989,0.204,0.178,0.378,0.427,-1.128,0.279,0.418,0.294
17.193,0.112,0.118,24.663,-0.414,-1.137,25.872,21.619,0.144,0.11,0.362,0.345,0.611,-0.106,0.604,-1.132
8.954,0.072,0.083,4.218,-0.207,-0.435,4.136,18.676,0.067,0.082,-0.913,0.211,-0.594,-2.921,0.159,0.085
1.431,0.022,0.035,1.242,-1.133,-1.198,10.586,4.547,0.024,0.035,-1.574,0.16,0.087,-2.937,-1.224,-0.337
6.883,0.034,0.046,5.395,-1.522,-1.037,36.237,6.733,0.049,0.049,-0.413,0.169,1.614,-3.197,-0.544,-0.62
4.374,0.045,0.04,3.673,-2.114,-0.596,25.205,1.152,0.05,0.091,-0.629,0.154,0.965,-3.124,-2.118,-0.958
9.424,0.076,0.066,16.381,-0.83,-1.598,28.427,1.179,0.105,0.11,0.149,0.281,0.994,-1.52,-1.578,-1.175
8.58,0.065,0.062,17.686,-0.723,-1.016,25.397,0.49,0.095,0.085,-0.063,0.328,0.949,-2.67,-1.714,-1.724
43.673,0.234,0.245,20.22,1.143,0.844,27.664,60.685,0.193,0.261,0.181,0.324,0.042,2.226,1.947,-0.445
28.227,0.172,0.157,40.402,0.82,-0.37,25.948,19.522,0.176,0.235,0.858,0.417,0.734,-0.695,0.501,-1.118
18.858,0.145,0.119,28.178,0.02,-0.658,26.233,5.174,0.195,0.192,0.491,0.36,0.92,-1.849,-1.383,-0.154
20.722,0.186,0.137,16.181,0.175,-0.346,23.036,13.161,0.213,0.21,0.142,0.279,0.221,0.791,-0.071,-0.256
29.125,0.181,0.147,20.479,0.632,1.022,15.747,40.374,0.264,0.179,0.488,0.269,-0.948,1.372,1.111,0.197
19.82,0.161,0.106,11.357,0.032,0.379,28.761,17.001,0.207,0.263,-0.128,0.251,0.311,1.697,-0.066,0.256
28.669,0.126,0.129,16.746,0.148,-0.212,43.242,61.745,0.119,0.138,0.124,0.29,1.648,-0.309,2.134,-1.5
2.797,0.026,0.03,2.235,-1.378,-0.829,22.213,1.081,0.023,0.041,-1.292,0.185,0.804,-3.159,-2.049,-1.009
8.131,0.036,0.035,7.945,-1.929,0.251,34.782,5.292,0.039,0.07,-0.536,0.248,1.212,-0.561,-0.996,-0.345
1.674,0.021,0.038,0.291,-0.812,-1.465,10.165,5.309,0.02,0.022,-1.937,0.098,0.134,-4.789,-0.635,-0.87
7.485,0.073,0.056,16.519,-0.453,-0.499,10.79,4.417,0.108,0.102,-0.289,0.337,-0.121,-1.428,-1.06,-0.472
22.477,0.11,0.113,15.889,0.374,0.801,2.489,50.75,0.115,0.159,0.027,0.293,-1.646,-2.144,1.483,0.086
8.964,0.045,0.052,2.921,-0.652,-0.183,26.503,28.483,0.045,0.075,-1.435,0.209,1.031,-2.987,0.648,0.158
5.519,0.039,0.06,2.598,-0.043,-0.662,15.901,2.118,0.055,0.031,-0.885,0.157,0.501,-5.751,-1.325,-0.928
19.704,0.145,0.101,8.358,-0.164,0.545,18.855,42.769,0.162,0.231,-0.592,0.261,-0.879,1.939,1.235,0.048
17.538,0.138,0.119,25.358,-0.442,0.353,19.29,3.701,0.201,0.145,0.384,0.348,0.298,-0.469,-1.184,-0.545
21.904,0.145,0.125,36.534,0.101,0.068,27.197,6.405,0.18,0.186,0.686,0.411,0.337,1.295,-0.523,-0.765
37.07,0.284,0.177,20.48,0.975,0.806,35.053,21.749,0.348,0.1515,0.184,0.326,-0.894,4.624,0.083,0.542
7.661,0.047,0.028,4.233,-1.621,-0.133,32.609,15.867,0.039,0.08,-0.578,0.166,1.274,-1.716,0.327,-1.361
4.042,0.029,0.024,2.686,-1.232,-1.374,28.867,4.005,0.04,0.044,-1.197,0.193,1.103,-2.189,-1.657,-0.281
5.586,0.046,0.047,6.274,-0.659,-0.531,21.524,6.781,0.09,0.04,-0.837,0.245,0.254,0.315,-1.208,0.013
22.174,0.141,0.104,15.599,1.044,0.161,1.546,37.4,0.165,0.217,-0.223,0.321,-1.143,-3.483,1.106,-0.185
16.76,0.112,0.079,2.116,-0.433,0.678,20.882,44.532,0.165,0.201,-0.859,0.112,-0.94,2.352,0.758,1.375
8.886,0.057,0.05,6.824,-0.635,-1.139,30.736,19.94,0.04,0.081,-0.392,0.208,1.324,-3.875,0.441,-0.545
5.886,0.059,0.054,7.444,-0.643,-1.137,18.623,8.694,0.042,0.11,-0.287,0.202,0.492,-1.869,-0.135,-2.141
8.238,0.063,0.077,5.602,-0.761,-0.496,16.315,19.207,0.057,0.087,-0.701,0.222,0.231,-1.072,0.513,-1.584
34.844,0.248,0.216,26.532,1.294,0.434,6.827,22.921,0.306,0.254,0.196,0.387,-0.551,-1.522,0.307,0.292
15.708,0.292,0.0915,38.952,0.479,0.778,25.568,13.807,0.222,0.409,0.348,0.477,-0.242,2.434,-0.264,0.151
35.215,0.214,0.189,30.359,1.315,0.573,13.287,39.039,0.178,0.36,0.653,0.356,-1.501,1.065,0.815,0.817
10.02,0.075,0.076,5.133,-0.102,-0.121,16.288,15.025,0.102,0.107,-0.508,0.182,0.205,-0.932,-0.252,0.278
8.419,0.043,0.053,5.015,-0.865,-0.989,35.588,13.21,0.045,0.078,-0.627,0.201,1.552,-2.711,-0.061,-0.271
7.253,0.054,0.056,1.31,-0.219,-0.045,6.5,22.585,0.065,0.083,-1.363,0.151,-0.266,-3.057,-0.05,0.778
5.587,0.067,0.045,4.835,-1.212,-0.427,9.7,18.969,0.05,0.128,-1.056,0.233,-0.104,-1.981,0.494,-1.426
6.554,0.07,0.062,4.521,-0.985,-0.218,11.002,13.525,0.069,0.103,-0.562,0.174,0.035,-2.151,-1.402,0.763
10.781,0.059,0.076,12.197,-0.012,-0.07,10.745,22.426,0.064,0.075,-0.117,0.263,0.003,-2.088,0.412,-0.006
5.875,0.04,0.05,6.291,-0.285,-1.649,24.965,2.889,0.041,0.058,-0.467,0.208,1.006,-5.759,-0.939,-1.203
24.806,0.127,0.113,11.291,-0.342,1.089,33.624,43.653,0.165,0.147,0.072,0.209,-0.136,3.595,0.471,1.832
31.282,0.196,0.156,49.352,0.912,0.375,14.111,26.461,0.269,0.262,1.214,0.427,-0.107,-0.375,0.66,-0.148
7.776,0.095,0.06,4.721,-1.02,-0.466,8.946,20.899,0.154,0.114,-0.703,0.203,-0.214,-1.788,0.447,-0.358
15.379,0.101,0.113,13.953,1.731,1.211,18.743,6.678,0.423,0.345,1.651,0.458,-0.182,0.96,-1.339,0.044
18.12,0.098,0.112,25.065,-0.132,-0.091,17.745,35.02,0.132,0.097,0.102,0.384,0.272,-0.807,1.008,-0.128
14.512,0.099,0.107,50.901,2.009,0.851,10.237,19.954,0.437,0.39,1.059,0.47,-1.2,0.277,0.337,-0.155
13.166,0.103,0.105,29.956,-0.494,-0.946,10.264,6.565,0.071,0.159,0.077,0.432,-0.003,-2.317,-0.439,-0.98
28.751,0.159,0.182,47.173,0.773,0.324,14.459,11.737,0.226,0.144,0.96,0.458,0.221,-1.735,-0.552,0.214
35.674,0.239,0.179,53.148,0.552,0.83,17.588,29.413,0.34,0.215,1.375,0.426,-0.673,1.522,0.435,0.691
6.184,0.058,0.051,9.904,-0.656,-0.901,18.929,8.383,0.111,0.064,-0.291,0.251,0.576,-2.493,-0.754,-0.032
23.91,0.204,0.166,11.831,0.857,0.221,6.86,9.501,0.293,0.234,-0.187,0.268,-0.206,-3.289,-0.582,-0.037
13.732,0.1,0.076,22.952,-0.775,0.375,17.68,16.4,0.137,0.102,-0.021,0.377,-0.033,0.33,0.068,-0.029
9.388,0.081,0.058,21.712,-0.899,-0.099,16.643,6.313,0.129,0.093,0.385,0.308,0.105,-0.391,-0.75,-0.386
7.347,0.073,0.045,1.687,-0.712,0.132,11.587,21.89,0.088,0.12,-1.069,0.138,-0.01,-1.622,0.269,0.256
21.718,0.139,0.09,11.135,-0.226,0.798,35.465,31.597,0.208,0.155,-0.738,0.309,0.241,3.083,0.259,1.148
23.292,0.173,0.107,34.488,0.325,-0.117,28.266,17.027,0.256,0.173,0.795,0.373,0.342,1.506,-0.254,0.486
10.994,0.053,0.068,8.54,0.278,-0.677,31.093,4.311,0.09,0.098,-0.754,0.276,1.332,-3.55,-1.458,-0.275
24.525,0.168,0.147,52.578,1.776,0.155,20.117,15.785,0.226,0.1975,0.955,0.499,-0.51,1.82,0.0,0.006
18.288,0.158,0.126,20.527,-0.441,0.035,25.277,3.165,0.235,0.101,0.147,0.332,0.297,1.014,-0.937,-1.059
19.448,0.119,0.089,5.427,0.051,0.83,18.673,44.723,0.15,0.23,-0.325,0.133,-1.564,2.138,0.768,1.37
11.155,0.084,0.098,7.209,0.187,-0.414,11.535,7.829,0.123,0.098,-0.568,0.238,0.013,-1.764,-0.853,-0.031
3.687,0.039,0.038,4.557,-1.173,-0.654,6.81,18.021,0.048,0.057,-0.54,0.17,-0.35,-2.225,-0.09,0.401
23.822,0.096,0.078,12.286,0.517,0.619,30.488,58.962,0.166,0.282,-0.222,0.279,-1.224,4.094,1.329,1.291
7.573,0.064,0.049,0.545,-1.904,0.317,14.72,26.79,0.054,0.103,-1.403,0.079,-0.849,1.077,0.076,0.993
14.861,0.134,0.112,9.576,-0.556,0.379,8.988,17.551,0.142,0.162,-0.131,0.22,-0.34,-1.287,0.418,-1.373
23.254,0.156,0.126,13.601,0.539,0.859,10.48,30.972,0.172,0.183,0.095,0.248,-0.644,-0.163,0.772,0.117
6.638,0.038,0.05,1.506,-1.577,-0.3,24.836,22.458,0.035,0.061,-0.995,0.095,0.823,-1.677,0.005,0.705
4.124,0.036,0.05,6.382,-1.392,-0.908,21.476,2.687,0.031,0.044,-0.618,0.229,0.534,-1.003,-1.546,-0.604
3.53,0.036,0.038,2.403,-1.434,-1.255,24.722,3.043,0.044,0.041,-0.873,0.144,0.992,-6.16,-2.008,-0.413
8.9,0.082,0.049,5.881,-1.116,-1.324,31.603,15.043,0.144,0.07,-0.347,0.168,1.071,-0.852,0.297,-1.694
8.311,0.092,0.071,8.979,-0.243,-1.153,12.624,6.539,0.121,0.118,-0.427,0.253,-0.229,-0.434,-0.895,-0.198
20.867,0.128,0.105,9.729,0.062,0.569,34.028,24.889,0.13,0.175,-0.824,0.296,0.526,2.017,-0.323,1.219
33.136,0.151,0.166,30.709,0.618,0.153,41.183,46.508,0.18,0.165,0.279,0.416,1.789,-2.115,1.35,0.077
16.112,0.087,0.1,15.763,0.154,0.568,24.678,4.054,0.134,0.085,-0.095,0.309,0.958,-3.64,-1.192,-0.453
6.613,0.063,0.059,17.448,-1.054,-0.719,12.118,6.403,0.081,0.078,0.424,0.236,-0.103,-1.007,-0.7,-0.435
10.188,0.054,0.068,9.789,-0.909,-0.159,15.472,37.678,0.086,0.047,-0.22,0.239,0.117,-0.792,1.22,-0.938
20.467,0.121,0.108,17.285,-0.072,0.826,25.268,23.674,0.152,0.117,0.177,0.288,-0.349,2.556,0.223,0.517
13.383,0.054,0.04,0.859,-1.404,0.495,26.683,57.211,0.04,0.096,-1.191,0.068,-0.712,3.167,0.916,1.908
30.07,0.206,0.165,26.183,0.204,0.868,31.986,19.03,0.245,0.286,0.471,0.343,0.082,2.89,-0.282,0.697
15.384,0.083,0.067,9.426,-0.186,0.503,22.227,40.579,0.143,0.18,0.085,0.128,-0.981,2.616,0.852,0.867
22.885,0.124,0.102,20.57,0.341,0.662,13.485,49.908,0.146,0.245,0.427,0.284,-1.023,0.931,0.97,1.378
11.313,0.052,0.055,7.136,-1.085,-0.884,39.558,26.398,0.05,0.078,-0.602,0.241,1.68,-1.858,0.802,-1.019
23.594,0.173,0.172,35.137,0.697,-0.708,9.266,1.164,0.216,0.189,0.685,0.398,-0.97,-0.118,-1.949,-0.99
3.016,0.026,0.019,13.824,-0.92,-1.5,11.858,2.62,0.045,0.147,0.253,0.214,-0.118,-1.041,-0.928,-1.476
12.618,0.102,0.097,20.647,-0.204,-1.005,8.987,14.799,0.099,0.125,0.202,0.326,-0.299,-1.427,-0.44,0.445
3.805,0.045,0.049,0.796,-1.072,-1.13,10.354,18.029,0.026,0.076,-1.62,0.136,-0.18,-1.339,0.087,0.144
13.403,0.081,0.098,13.242,0.364,-0.58,16.206,14.93,0.088,0.1,-0.311,0.302,0.376,-2.075,-0.354,0.376
3.24,0.016,0.029,2.779,-0.995,-1.051,20.276,10.122,0.015,0.024,-0.969,0.177,0.748,-5.158,-0.259,-0.425
20.747,0.121,0.095,16.942,0.438,-0.623,38.527,23.412,0.159,0.17,-0.193,0.333,1.158,0.623,0.663,-0.886
23.5725,0.1435,0.123,23.825,2.021,0.672,17.341,30.625,0.345,0.325,1.378,0.505,-0.141,0.547,0.816,-0.071
24.525,0.296,0.147,35.601,0.628,1.518,24.981,20.784,0.4,0.246,0.863,0.371,-0.344,2.506,1.745,0.745
47.578,0.257,0.179,17.412,1.557,1.211,38.092,19.842,0.309,0.172,1.7,0.43,0.246,3.515,0.307,-0.089
6.534,0.051,0.058,18.62,-1.254,-0.576,13.832,7.977,0.077,0.049,-0.747,0.388,-0.489,0.451,-0.695,-0.152
8.251,0.046,0.049,6.742,-1.445,-0.103,33.656,8.205,0.035,0.066,-0.547,0.228,1.482,-3.535,-0.214,-1.329
28.644,0.178,0.148,32.15,0.88,0.356,15.624,35.161,0.205,0.219,0.511,0.397,-0.174,0.221,0.996,-0.068
34.207,0.245,0.156,13.973,0.68,0.774,34.599,43.37,0.364,0.35,0.273,0.211,-0.854,4.547,0.355,1.992
22.572,0.166,0.147,28.969,0.294,-0.096,22.46,8.815,0.22,0.203,0.323,0.394,0.458,-0.311,-0.146,-1.482
